"","corPvalueStudent.gene.signf.corr..nSamples.","symbol"
"ENSMUSG00000051736",0.02146985183661,"Fam229b"
"ENSMUSG00000017146",0.0214789394839506,"Brca1"
"ENSMUSG00000099083",0.0214914960787939,"Atf7"
"ENSMUSG00000062488",0.0215063502512208,"Ifit3b"
"ENSMUSG00000006241",0.0215172365423012,"Ccdc159"
"ENSMUSG00000064350",0.0215620144202886,NA
"ENSMUSG00000039917",0.0215769662799996,"Rhbdd2"
"ENSMUSG00000020642",0.0215997020643722,"Rnf144a"
"ENSMUSG00000027180",0.0216083178162161,"Fbxo3"
"ENSMUSG00000057691",0.0216125754193743,"Zfp746"
"ENSMUSG00000021207",0.0216133308543724,"Akr1c21"
"ENSMUSG00000080902",0.0216133797194265,NA
"ENSMUSG00000037949",0.0216378863912556,"Ano10"
"ENSMUSG00000002205",0.0216571180013017,"Vrk3"
"ENSMUSG00000026048",0.0216675581696823,"Ercc5"
"ENSMUSG00000029253",0.0216762899824947,"Cenpc1"
"ENSMUSG00000091586",0.0217433551110391,"Cyp4f17"
"ENSMUSG00000040621",0.0217629029227202,"Gemin8"
"ENSMUSG00000003038",0.021768659826133,"Hmgn2"
"ENSMUSG00000047714",0.021784038685497,"Ppp1r2"
"ENSMUSG00000020441",0.0218117427019821,"2310033P09Rik"
"ENSMUSG00000043644",0.0218308471643371,"0610009L18Rik"
"ENSMUSG00000035172",0.0218338449724385,"Plekhh3"
"ENSMUSG00000024078",0.0218450837463235,"Ttc27"
"ENSMUSG00000031558",0.0218595190252366,"Slit2"
"ENSMUSG00000004364",0.021866854595206,"Cul3"
"ENSMUSG00000032802",0.0218827796375907,"Srxn1"
"ENSMUSG00000038704",0.0218891091316031,"Aspdh"
"ENSMUSG00000029633",0.0218910228692441,NA
"ENSMUSG00000037190",0.0219011833273493,"Cyb561d2"
"ENSMUSG00000026922",0.0219042851461508,"Agpat2"
"ENSMUSG00000060131",0.021920159941372,"Atp8b4"
"ENSMUSG00000042320",0.0219307137783397,"Prox2"
"ENSMUSG00000006315",0.021964929019421,"Tmem147"
"ENSMUSG00000085111",0.0219715990411875,"Ascl4"
"ENSMUSG00000079671",0.0219742554106896,NA
"ENSMUSG00000025572",0.0219937625796949,"Tmc6"
"ENSMUSG00000021819",0.0219979614991108,"Zswim8"
"ENSMUSG00000035078",0.0220037607225742,"Mtmr9"
"ENSMUSG00000074151",0.0220042354048759,"Nlrc5"
"ENSMUSG00000035673",0.0220207984394085,"Sbno2"
"ENSMUSG00000038965",0.022036818070246,"Ube2l3"
"ENSMUSG00000084153",0.0220392059990402,NA
"ENSMUSG00000029528",0.0220469260145371,"Pxn"
"ENSMUSG00000016495",0.022074891439298,"Plgrkt"
"ENSMUSG00000061825",0.0220809573514453,"Ces2c"
"ENSMUSG00000024993",0.0220815268369637,"Dennd10"
"ENSMUSG00000053819",0.02209318185238,"Camk2d"
"ENSMUSG00000020781",0.022104054343422,"Tsen54"
"ENSMUSG00000060727",0.0221293791357772,NA
"ENSMUSG00000081309",0.0221293909813744,NA
"ENSMUSG00000044338",0.0221298701526613,"Aplnr"
"ENSMUSG00000067276",0.0221345806940219,"Capn6"
"ENSMUSG00000099764",0.0221479108712459,"Rps10-ps2"
"ENSMUSG00000055334",0.0221556505935629,"Snupn"
"ENSMUSG00000037196",0.0221582867002281,"Pacrg"
"ENSMUSG00000024087",0.0221863742755732,"Cyp1b1"
"ENSMUSG00000078949",0.0222006435637534,"R3hdml"
"ENSMUSG00000030189",0.0222064266781665,"Ybx3"
"ENSMUSG00000035949",0.0222174386178962,"Fbxw2"
"ENSMUSG00000082998",0.022260262472029,"Gm11221"
"ENSMUSG00000013155",0.022270806242261,"Enkd1"
"ENSMUSG00000053641",0.0222928419477996,"Dennd4a"
"ENSMUSG00000022757",0.0222958351417301,"Tfg"
"ENSMUSG00000032194",0.0223071626709276,"Kank2"
"ENSMUSG00000113036",0.0223098088382916,NA
"ENSMUSG00000038451",0.022319251212668,"Spsb2"
"ENSMUSG00000015846",0.0223195683667641,"Rxra"
"ENSMUSG00000075589",0.0223688852678525,NA
"ENSMUSG00000108288",0.0223706830375124,NA
"ENSMUSG00000058914",0.0223793064131144,"C1qtnf3"
"ENSMUSG00000044199",0.0223952174118581,"S1pr4"
"ENSMUSG00000003518",0.0223956611065413,"Dusp3"
"ENSMUSG00000050022",0.0224220733327863,"Amz1"
"ENSMUSG00000046152",0.0224356017892908,"Fut10"
"ENSMUSG00000069045",0.0224380377160403,"Ddx3y"
"ENSMUSG00000044377",0.0224445936746136,NA
"ENSMUSG00000024601",0.0224714790685319,"Isoc1"
"ENSMUSG00000026095",0.0224804694698146,"Asnsd1"
"ENSMUSG00000079477",0.0224844303916156,"Rab7"
"ENSMUSG00000038522",0.0224877640824171,"Mfsd4b1"
"ENSMUSG00000059475",0.0224893159898686,"Zfp426"
"ENSMUSG00000030657",0.0225120010220995,"Xylt1"
"ENSMUSG00000040269",0.0225123755882082,"Mrps28"
"ENSMUSG00000067847",0.0225175362751571,"Romo1"
"ENSMUSG00000048264",0.0225265975012432,"Dip2c"
"ENSMUSG00000050390",0.0225411633341473,"C77080"
"ENSMUSG00000032215",0.0225461200615817,"Rsl24d1"
"ENSMUSG00000021786",0.0225515288763021,"Oxsm"
"ENSMUSG00000063730",0.0225646262188359,"Hsd3b2"
"ENSMUSG00000022556",0.0225716920402742,"Hsf1"
"ENSMUSG00000014778",0.0225806882690786,"Fhod1"
"ENSMUSG00000021879",0.022618222244776,"Dnah12"
"ENSMUSG00000103953",0.0226251974509906,NA
"ENSMUSG00000030722",0.0226254450232451,"Nfatc2ip"
"ENSMUSG00000024597",0.0226407049243505,"Slc12a2"
"ENSMUSG00000032409",0.022649898960769,"Atr"
"ENSMUSG00000049164",0.0226656139012618,"Zfp518a"
"ENSMUSG00000039183",0.0226707940909031,"Nubp2"
"ENSMUSG00000042903",0.0226809037593862,"Foxo4"
"ENSMUSG00000043881",0.0227075723347784,"Kbtbd7"
"ENSMUSG00000110841",0.0227239058912328,"Gpx4-ps2"
"ENSMUSG00000024301",0.0227266290082857,"Kifc5b"
"ENSMUSG00000026880",0.0227340978132999,"Stom"
"ENSMUSG00000048126",0.0227491580791463,"Col6a3"
"ENSMUSG00000033624",0.0227546985518687,"Pdpr"
"ENSMUSG00000035274",0.0227629396841073,"Tpbg"
"ENSMUSG00000022905",0.0227791063811668,"Kpna1"
"ENSMUSG00000097954",0.0227815483343035,"Gm4217"
"ENSMUSG00000024420",0.0227897045407383,"Zfp521"
"ENSMUSG00000035632",0.0227923711616497,"Cnot3"
"ENSMUSG00000025323",0.0228099501938842,"Sp4"
"ENSMUSG00000062981",0.0228262049720691,"Mrpl42"
"ENSMUSG00000031787",0.0228330027299197,"Katnb1"
"ENSMUSG00000022808",0.0228588288569176,"Snx4"
"ENSMUSG00000096727",0.0228609606149699,"Psmb9"
"ENSMUSG00000059439",0.0228741548212001,"Bcas3"
"ENSMUSG00000041052",0.0228851913750464,"Slc7a13"
"ENSMUSG00000002897",0.0229107425815123,"Il17ra"
"ENSMUSG00000032330",0.022923710401024,"Cox7a2"
"ENSMUSG00000021987",0.0229547245915819,"Mtmr6"
"ENSMUSG00000053094",0.0229563424798065,"Tmem248"
"ENSMUSG00000041115",0.0229834921233647,"Iqsec2"
"ENSMUSG00000017831",0.0229867599641351,"Rab5a"
"ENSMUSG00000085204",0.0229910898492198,NA
"ENSMUSG00000028601",0.0229991931965632,"Echdc2"
"ENSMUSG00000028977",0.0230154857968021,"Casz1"
"ENSMUSG00000020178",0.023015545244798,"Adora2a"
"ENSMUSG00000048865",0.0230846289428902,"Arhgap30"
"ENSMUSG00000036093",0.0231045429220087,"Arl5a"
"ENSMUSG00000028048",0.0231347026299684,"Gba"
"ENSMUSG00000054676",0.0231368712776192,"1600014C10Rik"
"ENSMUSG00000050914",0.0231420736635709,"Ankrd37"
"ENSMUSG00000099338",0.0231598387358561,NA
"ENSMUSG00000036169",0.0231633676364316,"Sostdc1"
"ENSMUSG00000039987",0.0231971988155733,"Phtf2"
"ENSMUSG00000026840",0.0232012861576276,"Lamc3"
"ENSMUSG00000039611",0.0232072849826964,"Pgap4"
"ENSMUSG00000029844",0.0232094885060122,"Hoxa1"
"ENSMUSG00000090210",0.023253771993574,"Itga10"
"ENSMUSG00000025240",0.0232599578726004,"Sacm1l"
"ENSMUSG00000031766",0.023261661842327,"Slc12a3"
"ENSMUSG00000039270",0.0232733292511686,"Megf9"
"ENSMUSG00000043384",0.0232754391263179,"Gprasp1"
"ENSMUSG00000072692",0.0232804794409129,"Rpl37rt"
"ENSMUSG00002075580",0.0232819968570345,NA
"ENSMUSG00000118504",0.0232960085610949,NA
"ENSMUSG00000020248",0.0233047405720974,"Nfyb"
"ENSMUSG00000029482",0.023325129907318,"Aacs"
"ENSMUSG00000032316",0.023325956443698,"Clk3"
"ENSMUSG00000117284",0.0233271858735768,"Gm7072"
"ENSMUSG00000020097",0.0233324893696072,"Sgpl1"
"ENSMUSG00000083396",0.0233385257534884,"Gm15542"
"ENSMUSG00000019802",0.0233437814899832,"Sec63"
"ENSMUSG00000028132",0.02334875425088,"Tlcd4"
"ENSMUSG00000024787",0.0233594067486242,"Snx15"
"ENSMUSG00000039652",0.023470374713119,"Cpeb3"
"ENSMUSG00000005501",0.0234853020273616,"Usp40"
"ENSMUSG00000111964",0.0235057099778841,"Gm8942"
"ENSMUSG00000031070",0.0235494876045937,"Mrgprf"
"ENSMUSG00000030410",0.0235882245406506,"Dmwd"
"ENSMUSG00000049717",0.0235953345395224,"Lig4"
"ENSMUSG00000084128",0.0236069575549312,"Esrp2"
"ENSMUSG00000029591",0.0236218369984196,"Ung"
"ENSMUSG00000025289",0.0236387250446558,"Prdx4"
"ENSMUSG00000021900",0.0236586061179756,"Btd"
"ENSMUSG00000090389",0.0236654761258278,NA
"ENSMUSG00000017561",0.023666485513902,"Crlf3"
"ENSMUSG00000020814",0.0237243780548281,"Mxra7"
"ENSMUSG00000039671",0.0237338227564525,"Zmynd8"
"ENSMUSG00000087298",0.0237355684263868,NA
"ENSMUSG00000002032",0.0237684379607057,"Tmem25"
"ENSMUSG00000036160",0.0237714311372161,"Surf6"
"ENSMUSG00000026971",0.0237934570005954,"Itgb6"
"ENSMUSG00000046721",0.0238087399835983,"Rpl14-ps1"
"ENSMUSG00000025726",0.023831512769009,"Slc28a1"
"ENSMUSG00000031171",0.0238390433241685,"Ftsj1"
"ENSMUSG00000086810",0.0238682507646063,NA
"ENSMUSG00000018820",0.023873280660238,"Zfyve27"
"ENSMUSG00000022503",0.0238760853301188,"Nubp1"
"ENSMUSG00000025747",0.0238852685658059,"Tyms"
"ENSMUSG00000017132",0.0238876094674448,"Cyth1"
"ENSMUSG00000075520",0.0239039237699587,"Malrd1"
"ENSMUSG00000031467",0.0239245160303613,"Agpat5"
"ENSMUSG00000074272",0.0239529835092339,"Ceacam1"
"ENSMUSG00000029765",0.0239641351128736,"Plxna4"
"ENSMUSG00000000869",0.023964683779388,"Il4"
"ENSMUSG00000075302",0.0239764251199571,"Erich2"
"ENSMUSG00000009927",0.0240108656666056,"Rps25"
"ENSMUSG00000101693",0.0240114351909098,"Gm19461"
"ENSMUSG00000039041",0.0240160543651432,"Adrm1"
"ENSMUSG00000086448",0.0240343846842541,NA
"ENSMUSG00000027361",0.0240473816164907,"Gabpb1"
"ENSMUSG00000008976",0.0240496145796159,"Gabpa"
"ENSMUSG00000021335",0.0240503286104693,"Slc17a1"
"ENSMUSG00000025151",0.0240635431772759,"Maged1"
"ENSMUSG00000061947",0.0240667846393941,"Serpina10"
"ENSMUSG00000091345",0.0240695814888581,"Col6a5"
"ENSMUSG00000079184",0.0240752939998561,"Mphosph8"
"ENSMUSG00000030228",0.0240930681577688,"Pik3c2g"
"ENSMUSG00000019777",0.0241151199754521,"Hdac2"
"ENSMUSG00000030321",0.0241189256537254,"Efcab12"
"ENSMUSG00000033031",0.024123631142359,"Cip2a"
"ENSMUSG00000024370",0.0241590776926517,"Cdc23"
"ENSMUSG00000040204",0.0241695830164869,"Pclaf"
"ENSMUSG00000028247",0.0241955944938492,"Coq3"
"ENSMUSG00000032324",0.0242047091647916,"Tspan3"
"ENSMUSG00000105928",0.0242215666204009,NA
"ENSMUSG00000033082",0.0242335650348212,"Clec1a"
"ENSMUSG00000031730",0.0242389960048496,"Dhodh"
"ENSMUSG00000034105",0.0242567407172509,"Meak7"
"ENSMUSG00000003233",0.0242737577736914,"Dvl3"
"ENSMUSG00000071724",0.0242780946238309,"Smpd5"
"ENSMUSG00000026975",0.0242827522685181,"Dph7"
"ENSMUSG00000003031",0.0242871564893602,"Cdkn1b"
"ENSMUSG00000028634",0.0242885947438851,"Hivep3"
"ENSMUSG00000072571",0.0243038808523293,"Tmem253"
"ENSMUSG00000029401",0.0243148210021835,"Rilpl2"
"ENSMUSG00000028986",0.0243210770141582,"Klhl7"
"ENSMUSG00000042410",0.0243447955419306,"Agps"
"ENSMUSG00000044062",0.0243592466186837,"Plekhd1os"
"ENSMUSG00000025498",0.0243667325895242,"Irf7"
"ENSMUSG00000019817",0.0243711411048505,"Plagl1"
"ENSMUSG00000074340",0.0243743206982412,"Ovgp1"
"ENSMUSG00000024055",0.0243754469990016,"Cyp4f13"
"ENSMUSG00000025077",0.0243836538538043,"Dclre1a"
"ENSMUSG00000040687",0.024421393991418,"Madd"
"ENSMUSG00000031458",0.024437487521445,"Coprs"
"ENSMUSG00000103622",0.0244672873114667,"B430319G15Rik"
"ENSMUSG00000035142",0.0244706475460951,"Nubpl"
"ENSMUSG00000097440",0.0244756198802531,NA
"ENSMUSG00000054690",0.0244759476813897,"Emcn"
"ENSMUSG00000038827",0.024499846635605,"Abitram"
"ENSMUSG00000001700",0.0245017555227341,"Gramd2b"
"ENSMUSG00000048280",0.024518540168093,"Zfp738"
"ENSMUSG00000033016",0.024526782275591,"Nfatc1"
"ENSMUSG00000022849",0.0245393154266622,"Hspbap1"
"ENSMUSG00000027706",0.0245496695552699,"Sec62"
"ENSMUSG00000031095",0.024555831233618,"Cul4b"
"ENSMUSG00000021039",0.0245571484511134,"Snw1"
"ENSMUSG00000031565",0.0245729083496427,"Fgfr1"
"ENSMUSG00000034993",0.0245730647018122,"Vat1"
"ENSMUSG00000031133",0.024589553071989,"Arhgef6"
"ENSMUSG00000084131",0.0246210003526307,"Rpl3-ps2"
"ENSMUSG00000020857",0.0246349806409366,"Nme2"
"ENSMUSG00000118132",0.0246565050087934,NA
"ENSMUSG00000030750",0.0246615297368805,"Nsmce1"
"ENSMUSG00000025144",0.0246692185384104,"Cenpx"
"ENSMUSG00000020515",0.0246917842018701,"Cnot8"
"ENSMUSG00000093910",0.0246982893543584,"Zfp853"
"ENSMUSG00000051832",0.0247242273068136,"E230016K23Rik"
"ENSMUSG00000031938",0.0247401945940137,"4931406C07Rik"
"ENSMUSG00000051723",0.0247419292167121,NA
"ENSMUSG00000029536",0.0247599384427409,"Gatc"
"ENSMUSG00000053317",0.0247695758824415,"Sec61b"
"ENSMUSG00000046213",0.024771566229415,"Cym"
"ENSMUSG00000000028",0.0247731054164558,"Cdc45"
"ENSMUSG00000045328",0.0247788137699165,"Cenpe"
"ENSMUSG00000029552",0.0247815184107328,"Tes"
"ENSMUSG00000067144",0.0248354698248375,"Slc22a7"
"ENSMUSG00000034205",0.0248404484392782,"Loxl2"
"ENSMUSG00000037624",0.0248413099979184,"Kcnk2"
"ENSMUSG00000038780",0.024873436734873,"Smurf1"
"ENSMUSG00000059195",0.0249015798569254,NA
"ENSMUSG00000022620",0.0249206540622235,"Arsa"
"ENSMUSG00000052837",0.0249444538836709,"Junb"
"ENSMUSG00000047434",0.0249574241069004,"Xxylt1"
"ENSMUSG00000052698",0.0249985499940803,"Tln2"
"ENSMUSG00000084844",0.0250027888041276,NA
"ENSMUSG00000026565",0.025003560949201,"Pou2f1"
"ENSMUSG00000042790",0.0250063144636268,"Rnf214"
"ENSMUSG00000026691",0.0250246419902098,"Fmo3"
"ENSMUSG00000021120",0.0250385777175347,"Pigh"
"ENSMUSG00000026972",0.0250482839864765,"Arrdc1"
"ENSMUSG00000074868",0.025065921012156,NA
"ENSMUSG00000057894",0.0250723756130732,"Zfp329"
"ENSMUSG00000111709",0.0251018107482991,"Gm3776"
"ENSMUSG00000020261",0.0251127233564214,"Slc36a1"
"ENSMUSG00000031523",0.0251193497428545,"Dlc1"
"ENSMUSG00000024238",0.025141638919792,"Zeb1"
"ENSMUSG00000040339",0.0251473560591558,"Eeig2"
"ENSMUSG00000056724",0.0251542235563792,"Nbeal2"
"ENSMUSG00000030766",0.0251558495102368,"Arhgap17"
"ENSMUSG00000034640",0.0251558948840267,"Tiparp"
"ENSMUSG00000094955",0.0251559624148884,NA
"ENSMUSG00000020152",0.0251628979920006,"Actr2"
"ENSMUSG00000045107",0.0251753100106024,"Saysd1"
"ENSMUSG00000038013",0.0251828929978903,"Wipf2"
"ENSMUSG00000045103",0.0251942201515171,"Dmd"
"ENSMUSG00000079083",0.0252080882309439,"Jrkl"
"ENSMUSG00000078201",0.025215751910513,"Tmem203"
"ENSMUSG00000118161",0.0252416406296736,"Rps2-ps8"
"ENSMUSG00000004789",0.0252421507688155,"Dlst"
"ENSMUSG00000036890",0.025246294130092,"Gtdc1"
"ENSMUSG00000032298",0.0252471023212468,"Neil1"
"ENSMUSG00000020752",0.025250298099425,"Recql5"
"ENSMUSG00000048188",0.0252815839159715,NA
"ENSMUSG00000063856",0.0252889315725528,"Gpx1"
"ENSMUSG00000056899",0.0252946061256642,"Immp2l"
"ENSMUSG00000070691",0.025295064966628,"Runx3"
"ENSMUSG00000021693",0.0253014584228825,"Kif2a"
"ENSMUSG00000072809",0.0253082434688924,NA
"ENSMUSG00000040289",0.0253265927697248,"Hey1"
"ENSMUSG00000061079",0.0253506761067325,"Zfp143"
"ENSMUSG00000020105",0.0253602105001993,"Lrig3"
"ENSMUSG00000041598",0.0254146670189011,"Cdc42ep4"
"ENSMUSG00000063550",0.0254196851978026,"Nup98"
"ENSMUSG00000021686",0.0254224739526417,"Ap3b1"
"ENSMUSG00000028691",0.0254281246671814,"Prdx1"
"ENSMUSG00000034902",0.0254572039628859,"Pip5k1c"
"ENSMUSG00000021759",0.0254572533983606,"Plpp1"
"ENSMUSG00000001323",0.0254746964255775,"Srr"
"ENSMUSG00000055809",0.0254767720675319,"Dnaaf3"
"ENSMUSG00000070343",0.0255096136222473,"Gm10288"
"ENSMUSG00000057506",0.0255552536999705,"Bloc1s2"
"ENSMUSG00000037012",0.0255711831919052,"Hk1"
"ENSMUSG00000068243",0.0256008376058551,NA
"ENSMUSG00000085645",0.0256076292170649,"Hoxb5os"
"ENSMUSG00000045095",0.0256320887275471,"Magi1"
"ENSMUSG00000025782",0.0256444248289101,"Taf3"
"ENSMUSG00000039137",0.0256733729439916,"Whrn"
"ENSMUSG00000063851",0.0257219013747527,"Rnf183"
"ENSMUSG00000079224",0.0257264766383953,NA
"ENSMUSG00000048826",0.0257367546842666,"Dact2"
"ENSMUSG00000036249",0.025739558276709,"Rbm43"
"ENSMUSG00000048967",0.0257405549691472,"Yjefn3"
"ENSMUSG00000025010",0.0257693489722805,"Ccnj"
"ENSMUSG00000031633",0.02578956565305,"Slc25a4"
"ENSMUSG00000081855",0.0257974905325928,"Rpl17-ps5"
"ENSMUSG00000083287",0.0258509739827781,NA
"ENSMUSG00000037366",0.0258575495971579,"Pafah2"
"ENSMUSG00000024694",0.0258788227923701,"Keg1"
"ENSMUSG00000035268",0.0258866555961413,"Pkig"
"ENSMUSG00000026739",0.0258962303237786,"Bmi1"
"ENSMUSG00000029499",0.0259057095739901,"Pxmp2"
"ENSMUSG00000040725",0.0259183537064381,"Hnrnpul1"
"ENSMUSG00000023952",0.0259383938303994,"Gtpbp2"
"ENSMUSG00000032547",0.0259405250883877,"Ryk"
"ENSMUSG00000027799",0.025962666085062,"Nbea"
"ENSMUSG00000021712",0.0259644746609677,"Trim23"
"ENSMUSG00000085939",0.0259731464106972,"Cd63-ps"
"ENSMUSG00000038784",0.0259832686745812,"Cnot4"
"ENSMUSG00000024236",0.0259883111126848,"Svil"
"ENSMUSG00000035765",0.0259892539727176,"Dym"
"ENSMUSG00000047843",0.0259893907456377,"Bri3"
"ENSMUSG00000026192",0.0259912868540219,"Atic"
"ENSMUSG00000094627",0.0259973190031174,NA
"ENSMUSG00000047417",0.0260033387238929,"Rexo1"
"ENSMUSG00000027574",0.0260347441155927,"Nkain4"
"ENSMUSG00000081562",0.0260425737119898,NA
"ENSMUSG00000110156",0.0260434570225168,"Gm42067"
"ENSMUSG00000070808",0.0260616547906756,"Bicra"
"ENSMUSG00000108352",0.0260754560454972,NA
"ENSMUSG00000063200",0.0260786666875078,"Nol7"
"ENSMUSG00000024077",0.0261084495123752,"Strn"
"ENSMUSG00000026848",0.0261213228746075,"Tor1b"
"ENSMUSG00000081094",0.026127306777636,"Rpl19-ps11"
"ENSMUSG00000015002",0.0261644820048281,"Efr3a"
"ENSMUSG00000021681",0.0261732378006816,"Aggf1"
"ENSMUSG00000034520",0.02623779301426,"Gjc1"
"ENSMUSG00000021764",0.0262578557789406,"Ndufs4"
"ENSMUSG00000111356",0.0262692678085568,"Rpl32l"
"ENSMUSG00000029605",0.0262696268702198,"Oas1b"
"ENSMUSG00000052673",0.0262921840616952,NA
"ENSMUSG00000042520",0.0263308655265879,"Ubap2l"
"ENSMUSG00000035649",0.0263614562860305,"Zcchc7"
"ENSMUSG00000083076",0.0263630344293475,NA
"ENSMUSG00000020831",0.0263763328945985,"0610010K14Rik"
"ENSMUSG00000040007",0.0263773177053801,"Bahd1"
"ENSMUSG00000059586",0.0263797110498625,"Nsmce2"
"ENSMUSG00000005973",0.0263852519068144,"Rcn1"
"ENSMUSG00000006127",0.0263899661307553,"Inpp5k"
"ENSMUSG00000029708",0.0263979508006528,"Gcc1"
"ENSMUSG00000031951",0.0263993430600758,"Tmem231"
"ENSMUSG00000054302",0.0264147752024344,"Eapp"
"ENSMUSG00000029128",0.0264309306448637,"Rab28"
"ENSMUSG00000047719",0.0264441001672689,"Ubiad1"
"ENSMUSG00000048997",0.0264747013887401,"Atxn7l2"
"ENSMUSG00000071547",0.0264922490761263,"Nt5dc2"
"ENSMUSG00000000787",0.0264975259620599,"Ddx3x"
"ENSMUSG00000034892",0.0265015009293983,"Rps29"
"ENSMUSG00000038936",0.0265240099161057,"Sccpdh"
"ENSMUSG00000031697",0.0265258959711013,"Orc6"
"ENSMUSG00000026394",0.0265428950549873,"Atp6v1g3"
"ENSMUSG00000014791",0.0265592165777695,"Elmo3"
"ENSMUSG00000066306",0.0265761637627879,"Numa1"
"ENSMUSG00000047676",0.0265913593520501,"Rpsa-ps10"
"ENSMUSG00000031556",0.0265934163742406,"Tm2d2"
"ENSMUSG00000022475",0.0265953560959177,"Hdac7"
"ENSMUSG00000057143",0.0265995026532385,"Trim12c"
"ENSMUSG00000023927",0.0266035724647382,"Satb1"
"ENSMUSG00000026305",0.0266363279809162,"Lrrfip1"
"ENSMUSG00000048856",0.0266788408793712,"Slc25a47"
"ENSMUSG00000087341",0.0267019973869883,"0610040F04Rik"
"ENSMUSG00000111375",0.026723346744748,"Btbd8"
"ENSMUSG00000028030",0.0267396365983259,"Tbck"
"ENSMUSG00000047822",0.0267530852388131,"Angptl8"
"ENSMUSG00000086013",0.0267628576567958,"Gm15706"
"ENSMUSG00000021500",0.0267936800831534,"Ddx46"
"ENSMUSG00000040485",0.0267952709945058,"Lrrc52"
"ENSMUSG00000038604",0.0268298202565028,"Ripor1"
"ENSMUSG00000020604",0.0268433186193371,"Arsg"
"ENSMUSG00000036594",0.0268870257361417,"H2-Aa"
"ENSMUSG00000002108",0.0268907329605629,"Nr1h3"
"ENSMUSG00000110631",0.0268953067754813,NA
"ENSMUSG00000001300",0.026908748046428,"Efnb2"
"ENSMUSG00000041237",0.0269203658581795,"Pklr"
"ENSMUSG00000067629",0.0269346999060943,"Syngap1"
"ENSMUSG00000062373",0.0269362405853106,"Tmem65"
"ENSMUSG00000085627",0.0269454439183796,NA
"ENSMUSG00000029075",0.0269454922216324,"Tnfrsf4"
"ENSMUSG00000021661",0.0269505182199157,"Ankra2"
"ENSMUSG00000097804",0.0269895893099414,"Gm16685"
"ENSMUSG00000028102",0.0270099230604277,"Pex11b"
"ENSMUSG00000024436",0.0270133028592883,"Mrps18b"
"ENSMUSG00000041757",0.0270180361567581,"Plekha6"
"ENSMUSG00000072694",0.0270189515707605,"1500011B03Rik"
"ENSMUSG00000029312",0.0270809566780877,"Klhl8"
"ENSMUSG00000037697",0.0270873979019488,"Ddhd1"
"ENSMUSG00000104950",0.0271001992412939,NA
"ENSMUSG00000083064",0.0271264373336634,NA
"ENSMUSG00000026131",0.0271369903392259,"Dst"
"ENSMUSG00000052533",0.0271379767335157,"Nup188"
"ENSMUSG00000019689",0.0271477386249173,"Fmc1"
"ENSMUSG00000106664",0.0271496014836882,"Gm17936"
"ENSMUSG00000026177",0.0271525411551961,"Slc11a1"
"ENSMUSG00000083261",0.027160415271162,"Gm7816"
"ENSMUSG00000040760",0.0271657899819478,"Appl1"
"ENSMUSG00000081378",0.0271831329459559,"Rps13-ps4"
"ENSMUSG00000050105",0.027188563759602,"Fam110d"
"ENSMUSG00000085069",0.0272042126103167,"Prdm16os"
"ENSMUSG00000110715",0.0272127131113565,"Gm5131"
"ENSMUSG00000041168",0.0272520099823467,"Lonp1"
"ENSMUSG00000047415",0.0272581397905826,"Gpr68"
"ENSMUSG00000039087",0.0273010817606338,"Rreb1"
"ENSMUSG00000054630",0.0273033491731826,"Ugt2b5"
"ENSMUSG00000094388",0.0273088560086392,NA
"ENSMUSG00000001123",0.027334120852651,"Lgals9"
"ENSMUSG00000085936",0.0273501319580159,"2610307P16Rik"
"ENSMUSG00000022304",0.0273758117496544,"Dpys"
"ENSMUSG00000021760",0.0273916515523955,"Gpx8"
"ENSMUSG00000036339",0.0274047202991197,"Tmem260"
"ENSMUSG00000021228",0.0274178709472664,"Acot3"
"ENSMUSG00000042743",0.0274204964179126,"Sgtb"
"ENSMUSG00000022561",0.0274337799450661,"Gpaa1"
"ENSMUSG00000012076",0.027435955081445,"Brms1l"
